host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_thumbnail_url;host_picture_url;host_neighbourhood;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;street;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
within an hour;100%;;f;https://a0.muscache.com/im/pictures/01060266-6588-4a17-8ea8-30f8c9a838a2.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/01060266-6588-4a17-8ea8-30f8c9a838a2.jpg?aki_policy=profile_x_medium;;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;;Vargem Grande;;Rio de Janeiro;Rio de Janeiro;22785;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.961.641.681.596.500;-4.348.965.572.103.400;t;House;Entire home/apt;6;2.0;3.0;6.0;Real Bed;"{Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Game console"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",Waterfront,""Lake access""}";;$1,000.00;;;$3,558.00;$240.00;6;$213.00;2;180;a week ago;t;0;0;0;196;15/04/2018;28;01/04/2013;03/03/2018;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;1;0.46;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/2438532/profile_pic/1340049303/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2438532/profile_pic/1340049303/original.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22031-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.583.211.640.090;-43.188.665.429.342.100;t;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";215.0;$150.00;;;;;1;$60.00;1;10;4 weeks ago;t;30;60;90;365;15/04/2018;48;31/12/2012;29/01/2018;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;t;f;moderate;f;f;2;0.75;2018;4;;;;;;;;;;
within a day;85%;;f;https://a0.muscache.com/im/users/2438594/profile_pic/1343322050/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2438594/profile_pic/1343322050/original.jpg?aki_policy=profile_x_medium;Ipanema;50.0;50.0;['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22411-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.402.362.027.270;-4.319.856.735.382.650;t;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",Crib,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$348.00;$2,800.00;$7,900.00;$1,005.00;$453.00;1;$0.00;3;364;5 weeks ago;t;29;59;89;364;14/04/2018;14;17/08/2012;15/02/2018;92.0;9.0;9.0;9.0;9.0;9.0;9.0;f;;;f;f;strict;f;f;46;0.2;2018;4;;;;;;;;;;
within a day;67%;;f;https://a0.muscache.com/im/pictures/6a3f22a9-7605-43e3-9d12-9923c6c050d9.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/6a3f22a9-7605-43e3-9d12-9923c6c050d9.jpg?aki_policy=profile_x_medium;Ipanema;5.0;5.0;['email', 'phone', 'facebook', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22410-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.987.582.393.389.800;-43.193.228.732.086.000;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";;$205.00;;;$342.00;$188.00;1;$0.00;5;30;3 months ago;t;30;60;90;365;15/04/2018;22;29/07/2012;15/02/2018;85.0;9.0;8.0;9.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.32;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/users/2444956/profile_pic/1338493171/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2444956/profile_pic/1338493171/original.jpg?aki_policy=profile_x_medium;Vidigal;3.0;3.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Vidigal;Vidigal;;Rio de Janeiro;Rio de Janeiro;22450-230;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.991.872.497.241.700;-4.323.300.608.300.070;t;House;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$201.00;;$6,000.00;;;2;$30.00;2;180;3 days ago;t;2;10;14;167;15/04/2018;235;08/10/2012;11/04/2018;96.0;10.0;10.0;10.0;10.0;9.0;10.0;f;;;t;f;strict;f;f;3;3.5;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/users/2446593/profile_pic/1380232651/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2446593/profile_pic/1380232651/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;3.0;3.0;['email', 'phone', 'facebook', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22631-450;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.004.192.750.463.600;-43.322.932.219.154.800;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,""Smoking allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water""}";0.0;$150.00;$1,000.00;$2,500.00;$0.00;$50.00;1;$80.00;1;1095;5 months ago;t;0;0;0;0;15/04/2018;1;08/01/2014;08/01/2014;71.0;6.0;6.0;10.0;10.0;10.0;6.0;f;;;f;f;strict;f;f;3;0.02;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/2450658/profile_pic/1371070632/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2450658/profile_pic/1371070632/original.jpg?aki_policy=profile_x_medium;Tijuca;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Tijuca;Tijuca;;Rio de Janeiro;Rio de Janeiro;20510-060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.931.934.572.150.900;-432.409.097.332.862;t;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher""}";;$411.00;$2,740.00;$10,273.00;$514.00;$342.00;1;$0.00;2;180;5 months ago;t;23;53;83;358;15/04/2018;1;14/02/2013;14/02/2013;77.0;10.0;10.0;8.0;8.0;4.0;6.0;f;;;f;f;moderate;f;f;1;0.02;2018;4;;;;;;;;;;
a few days or more;20%;;f;https://a0.muscache.com/im/users/2368735/profile_pic/1337010386/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2368735/profile_pic/1337010386/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;2.0;2.0;['email', 'phone'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22793-320;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.998.871.908.764.300;-4.341.571.144.114.490;t;Apartment;Entire home/apt;6;3.0;3.0;7.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";0.0;$516.00;;;$500.00;$150.00;1;$0.00;4;365;12 months ago;t;27;57;87;362;15/04/2018;0;;;;;;;;;;f;;;f;f;moderate;t;t;2;;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/2001083/profile_pic/1337912557/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2001083/profile_pic/1337912557/original.jpg?aki_policy=profile_x_medium;Flamengo;1.0;1.0;['phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Flamengo;Flamengo;;Rio de Janeiro;Rio de Janeiro;22220-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.930.590.006.969.400;-4.317.595.223.269.890;f;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""24-hour check-in"",Iron,""Laptop friendly workspace""}";;$256.00;;;;$150.00;1;$130.00;3;20;3 months ago;t;23;53;83;358;14/04/2018;2;09/08/2016;18/08/2016;100.0;10.0;10.0;10.0;10.0;8.0;10.0;f;;;t;f;strict;f;f;1;0.1;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/pictures/005fbde5-7362-44f5-9650-0cb53ec8dd7e.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/005fbde5-7362-44f5-9650-0cb53ec8dd7e.jpg?aki_policy=profile_x_medium;Barra da Tijuca;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'manual_offline'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22620-311;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.005.968.758.499.700;-43.348.143.764.405.500;t;Apartment;Shared room;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Breakfast,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in""}";538.0;$499.00;$3,000.00;$8,000.00;$1,000.00;$50.00;1;$100.00;14;20;27 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/users/2474931/profile_pic/1361847814/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2474931/profile_pic/1361847814/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22640-085;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.007.952.264.409.900;-4.332.031.347.863.480;t;Condominium;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";;$174.00;;;$200.00;;1;$60.00;1;10;4 weeks ago;t;28;58;88;363;15/04/2018;28;23/06/2012;11/03/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;1;0.4;2018;4;;;;;;;;;;
within a few hours;67%;;f;https://a0.muscache.com/im/users/2478172/profile_pic/1338157293/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2478172/profile_pic/1338157293/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;1.0;1.0;['phone'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22790-710;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.301.604.395.528.970;-4.344.627.697.739.570;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Host greets you""}";0.0;$250.00;;;;;1;$0.00;2;365;32 months ago;t;30;60;90;365;15/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within a day;100%;;f;https://a0.muscache.com/im/users/1995870/profile_pic/1343005067/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1995870/profile_pic/1343005067/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;1.0;1.0;['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id'];t;t;Barra da Tijuca, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Barra da Tijuca;Rio de Janeiro;22630-010;Rio De Janeiro;Barra da Tijuca, Brazil;BR;Brazil;-23.010.374.965.675.200;-43.329.551.263.161.900;t;Apartment;Private room;2;2.0;1.0;1.0;Pull-out Sofa;"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Breakfast,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""High chair"",""Hot water"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Host greets you""}";;$239.00;$854.00;$8,538.00;$342.00;$205.00;1;$0.00;2;30;3 days ago;t;29;59;89;364;15/04/2018;1;07/12/2017;07/12/2017;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;1;0.23;2018;4;;;;;;;;;;
within a day;100%;;f;https://a0.muscache.com/im/users/249439/profile_pic/1411412918/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/249439/profile_pic/1411412918/original.jpg?aki_policy=profile_x_medium;Joá;21.0;21.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Recreio dos Bandeirantes;Recreio dos Bandeirantes;;Rio de Janeiro;Rio de Janeiro;;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.031.627.557.672.500;-4.347.938.481.451.540;f;Apartment;Entire home/apt;4;2.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Family/kid friendly"",Washer}";;$437.00;;;$2,561.00;$256.00;4;$171.00;2;90;11 months ago;t;29;59;89;364;15/04/2018;3;15/07/2014;21/09/2015;87.0;9.0;9.0;10.0;10.0;8.0;9.0;f;;;f;f;strict;t;t;19;0.07;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/users/620330/profile_pic/1306248056/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/620330/profile_pic/1306248056/original.jpg?aki_policy=profile_x_medium;Laranjeiras;1.0;1.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, RJ, Brazil;Laranjeiras;Cosme Velho;;Rio de Janeiro;RJ;22241-000;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.293.588.027.424.870;-43.193.298.405.281.200;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$68.00;$751.00;;;;1;$0.00;1;14;6 months ago;t;30;60;90;365;15/04/2018;21;13/02/2013;26/09/2017;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;1;0.33;2018;4;;;;;;;;;;
within a few hours;90%;;f;https://a0.muscache.com/im/pictures/7cb9eec1-f1f9-43fc-92f9-acf33147f4c1.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/7cb9eec1-f1f9-43fc-92f9-acf33147f4c1.jpg?aki_policy=profile_x_medium;Copacabana;4.0;4.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22060;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.855.095.543.310;-43.188.731.635.198.000;t;Serviced apartment;Entire home/apt;5;1.0;1.0;3.0;Pull-out Sofa;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Elevator,""Free street parking"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Pocket wifi"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you"",Beachfront}";323.0;$201.00;$1,000.00;$2,500.00;;$120.00;4;$100.00;1;360;2 months ago;t;26;56;86;361;15/04/2018;3;16/07/2014;27/12/2017;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;flexible;f;f;3;0.07;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/2487134/profile_pic/1343226700/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2487134/profile_pic/1343226700/original.jpg?aki_policy=profile_x_medium;Botafogo;2.0;2.0;['email', 'phone', 'facebook', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;Rio de Janeiro;Rio de Janeiro;22250-040;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.294.461.810.388.800;-43.182.349.028.713.400;f;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$89.00;;;$200.00;$50.00;2;$50.00;1;30;13 months ago;t;30;60;90;365;15/04/2018;3;26/06/2012;19/11/2012;97.0;10.0;10.0;9.0;10.0;9.0;10.0;f;;;f;f;strict;t;t;2;0.04;2018;4;;;;;;;;;;
within a few hours;100%;;t;https://a0.muscache.com/im/users/2422154/profile_pic/1337560748/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2422154/profile_pic/1337560748/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;4.0;4.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22631-004;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.300.117.393.607.740;-43.359.134.982.120.000;t;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman}";0.0;$126.00;$400.00;$1,200.00;$500.00;$120.00;1;$25.00;2;90;3 weeks ago;t;2;32;62;337;15/04/2018;7;23/06/2012;08/04/2018;88.0;10.0;9.0;10.0;10.0;8.0;9.0;f;;;f;f;strict;f;f;4;0.1;2018;4;;;;;;;;;;
within a day;75%;;f;https://a0.muscache.com/im/users/2487942/profile_pic/1338259735/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2487942/profile_pic/1338259735/original.jpg?aki_policy=profile_x_medium;Copacabana;4.0;4.0;['email', 'phone'];t;f;Jacarepagua, Rio de Janeiro, Brazil;Barra da Tijuca;Jacarepaguá;;Jacarepagua;Rio de Janeiro;22780-081;Rio De Janeiro;Jacarepagua, Brazil;BR;Brazil;-2.297.402.664.718.790;-43.413.886.470.645.900;t;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Self check-in"",""Front desk/doorperson"",""High chair"",""Hot water"",""Long term stays allowed""}";;$150.00;$750.00;$1,950.00;$500.00;$150.00;1;$60.00;1;1125;4 weeks ago;t;29;55;85;360;15/04/2018;0;;;;;;;;;;f;;;t;f;flexible;f;f;4;;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/users/144943/profile_pic/1276599029/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/144943/profile_pic/1276599029/original.jpg?aki_policy=profile_x_medium;Copacabana;1.0;1.0;['email', 'phone', 'facebook', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22051-001;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.037.953.063.750;-4.319.809.187.914.640;f;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Free parking on premises"",""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Essentials,""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Host greets you"",""Paid parking on premises""}";;$301.00;;;;;1;$0.00;1;7;3 months ago;t;30;60;90;365;15/04/2018;17;10/09/2012;13/02/2018;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.25;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/users/2502969/profile_pic/1362589626/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/2502969/profile_pic/1362589626/original.jpg?aki_policy=profile_x_medium;Cosme Velho;2.0;2.0;['email', 'phone', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Cosme Velho;Cosme Velho;;Rio de Janeiro;Rio de Janeiro;20241-265;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.943.746.217.577.900;-4.320.534.804.149.850;t;Guest suite;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Wifi,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Essentials,Shampoo,Hangers,""Hair dryer"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}";0.0;$113.00;;;;$50.00;2;$78.00;3;30;2 months ago;t;29;59;89;364;15/04/2018;56;23/09/2012;26/09/2017;90.0;9.0;9.0;10.0;10.0;8.0;9.0;f;;;f;f;strict;f;f;2;0.83;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/592995/profile_pic/1343306386/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/592995/profile_pic/1343306386/original.jpg?aki_policy=profile_x_medium;Santa Teresa;2.0;2.0;['email', 'phone', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;Rio de Janeiro;Rio de Janeiro;20230;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.914.807.224.490.000;-4.319.154.951.644.460;t;Apartment;Private room;3;2.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}";0.0;$102.00;;;$512.00;$171.00;1;$68.00;4;25;14 months ago;t;30;60;90;365;15/04/2018;2;14/02/2013;04/07/2014;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;2;0.03;2018;4;;;;;;;;;;
