host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_thumbnail_url;host_picture_url;host_neighbourhood;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;street;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude;longitude;is_location_exact;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;square_feet;price;weekly_price;monthly_price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;requires_license;license;jurisdiction_names;instant_bookable;is_business_travel_ready;cancellation_policy;require_guest_profile_picture;require_guest_phone_verification;calculated_host_listings_count;reviews_per_month;ano;mes;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;number_of_reviews_ltm;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms
within a few hours;90%;;f;https://a0.muscache.com/im/pictures/c2c62906-abd7-49b4-8694-336f4e614dc8.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/c2c62906-abd7-49b4-8694-336f4e614dc8.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.297.725.092.787.850;-4.319.038.569.542.460;t;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";;$178.00;;;$350.00;$110.00;2;$25.00;3;1125;6 days ago;t;3;3;15;15;14/04/2018;77;02/12/2011;01/04/2018;97.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;2;0.99;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/1294557/profile_pic/1318704490/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1294557/profile_pic/1318704490/original.jpg?aki_policy=profile_x_medium;Jardim Botânico;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Jardim Botânico;Jardim Botânico;;Rio de Janeiro;Rio de Janeiro;22461-120;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.036.269.865.830;-4.321.310.363.963.220;t;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";;$137.00;;;$342.00;;1;$0.00;2;30;5 weeks ago;t;28;58;88;363;15/04/2018;13;24/11/2011;23/08/2016;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;moderate;t;t;1;0.17;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1348172/profile_pic/1320524686/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1348172/profile_pic/1320524686/original.jpg?aki_policy=profile_x_medium;Santa Teresa;1.0;1.0;['email', 'phone', 'reviews', 'jumio', 'work_email'];t;t;Santa Teresa, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;Santa Teresa;Rio de Janeiro;20241-050;Rio De Janeiro;Santa Teresa, Brazil;BR;Brazil;-2.291.837.757.684.060;-4.318.234.781.290.080;t;Guest suite;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Babysitter recommendations"",""Children’s dinnerware"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$188.00;;;;$136.00;1;$0.00;2;60;yesterday;t;6;6;6;234;15/04/2018;136;02/04/2012;10/03/2018;96.0;10.0;10.0;10.0;10.0;9.0;10.0;f;;;t;f;strict;f;f;1;1.85;2018;4;;;;;;;;;;
within a day;86%;;f;https://a0.muscache.com/im/users/1355685/profile_pic/1323803020/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1355685/profile_pic/1323803020/original.jpg?aki_policy=profile_x_medium;Leme;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Leme;Leme;;Rio de Janeiro;Rio de Janeiro;22010-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.961.561.941.015.500;-4.316.841.132.942.140;t;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";;$167.00;;;$0.00;$84.00;1;$76.00;2;15;2 weeks ago;t;0;0;0;126;14/04/2018;38;02/01/2012;14/02/2018;94.0;9.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;strict;t;t;1;0.5;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/users/1142424/profile_pic/1441035350/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1142424/profile_pic/1441035350/original.jpg?aki_policy=profile_x_medium;Tijuca;2.0;2.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Tijuca;Tijuca;;Rio de Janeiro;Rio de Janeiro;20511-270;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.929.039.337.090.300;-4.324.140.526.613.340;f;Apartment;Private room;1;;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";0.0;$99.00;$450.00;$1,500.00;;;1;$0.00;1;365;5 months ago;t;14;44;74;349;14/04/2018;12;03/01/2012;05/09/2017;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;moderate;t;t;2;0.16;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/1365868/profile_pic/1344914581/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1365868/profile_pic/1344914581/original.jpg?aki_policy=profile_x_medium;Barra da Tijuca;2.0;2.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22620-260;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.988.307.995.009.200;-4.335.749.394.356.650;t;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";861.0;$1,199.00;$6,506.00;$17,122.00;$10,273.00;$377.00;1;$0.00;2;30;27 months ago;t;30;60;90;365;15/04/2018;1;23/02/2012;23/02/2012;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;t;t;2;0.01;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/users/1005728/profile_pic/1314039730/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1005728/profile_pic/1314039730/original.jpg?aki_policy=profile_x_medium;Glória;2.0;2.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Glória;Glória;;Rio de Janeiro;Rio de Janeiro;22211-150;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.923.218.320.535.900;-4.317.433.710.951.370;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}";;$150.00;$900.00;$2,500.00;$325.00;$120.00;2;$50.00;14;730;4 months ago;t;0;12;42;317;14/04/2018;16;27/01/2012;19/05/2015;87.0;8.0;9.0;9.0;10.0;9.0;9.0;f;;;f;f;strict;f;f;2;0.21;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/users/1377161/profile_pic/1362254290/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1377161/profile_pic/1362254290/original.jpg?aki_policy=profile_x_medium;Botafogo;1.0;1.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Botafogo;Botafogo;;Rio de Janeiro;Rio de Janeiro;22290-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.295.348.765.778.930;-4.318.112.825.512.590;t;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";;$249.00;;;$1,000.00;$300.00;3;$80.00;1;1125;3 months ago;t;30;60;90;365;15/04/2018;3;04/01/2013;05/01/2016;100.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;moderate;t;t;1;0.05;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/259815/profile_pic/1325027103/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/259815/profile_pic/1325027103/original.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'phone', 'facebook', 'reviews', 'kba'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Barra da Tijuca;Barra da Tijuca;;Rio de Janeiro;Rio de Janeiro;22793-295;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-23.002.055.708.408.800;-4.338.971.497.316.810;f;Apartment;Entire home/apt;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";;$167.00;$895.00;$3,156.00;$1,708.00;$478.00;2;$0.00;28;1125;5 days ago;t;16;46;76;256;14/04/2018;20;26/06/2012;31/03/2018;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;t;f;strict;f;t;2;0.28;2018;4;;;;;;;;;;
within an hour;100%;;f;https://a0.muscache.com/im/pictures/user/2d8836e7-9c47-4a0c-8c16-ea200fc0591e.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/user/2d8836e7-9c47-4a0c-8c16-ea200fc0591e.jpg?aki_policy=profile_x_medium;Copacabana;7.0;7.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22071-100;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.105.125.714.250;-4.319.265.246.748.500;t;Condominium;Entire home/apt;10;3.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";1152.0;$270.00;;;$0.00;$205.00;1;$51.00;6;365;a week ago;t;23;53;83;358;14/04/2018;38;27/12/2011;18/02/2018;91.0;10.0;9.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;t;t;7;0.5;2018;4;;;;;;;;;;
within a day;50%;;f;https://a0.muscache.com/im/users/1394060/profile_pic/1320973805/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1394060/profile_pic/1320973805/original.jpg?aki_policy=profile_x_medium;Leblon;2.0;2.0;['email', 'phone', 'manual_online', 'reviews', 'manual_offline'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;Rio de Janeiro;Rio de Janeiro;22440-033;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.982.799.276.349.300;-4.321.604.050.675.220;t;Apartment;Entire home/apt;9;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";861.0;$500.00;;;$1,000.00;;4;$55.00;2;730;3 weeks ago;t;24;54;84;359;15/04/2018;117;18/01/2012;31/01/2018;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;1.54;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/pictures/user/823dfc32-57f8-4814-9ea6-dfa53f030323.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/user/823dfc32-57f8-4814-9ea6-dfa53f030323.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'phone', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22051-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.969.988.242.076.500;-4.318.924.956.359.790;t;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,Doorman,Breakfast,Elevator,""Family/kid friendly""}";;$410.00;$2,869.00;;$1,708.00;$342.00;1;$0.00;1;14;a week ago;t;19;49;63;263;14/04/2018;2;21/02/2012;14/02/2013;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;;;f;f;strict;f;f;1;0.03;2018;4;;;;;;;;;;
;;;f;https://a0.muscache.com/im/pictures/f6b758d3-1d55-42e7-b977-ab32d1094322.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/f6b758d3-1d55-42e7-b977-ab32d1094322.jpg?aki_policy=profile_x_medium;Santa Teresa;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, RJ, Brazil;Santa Teresa;Santa Teresa;;Rio de Janeiro;RJ;20240-290;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-229.189.822.063.418;-4.318.926.410.928.890;f;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Host greets you""}";;$195.00;;;$500.00;$30.00;1;$0.00;2;5;2 weeks ago;t;25;55;85;360;14/04/2018;11;22/06/2013;31/12/2016;98.0;10.0;10.0;9.0;10.0;9.0;9.0;f;;;f;f;moderate;f;f;1;0.19;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/1425387/profile_pic/1323122990/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1425387/profile_pic/1323122990/original.jpg?aki_policy=profile_x_medium;Copacabana;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22021-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.964.126.682.666.500;-4.317.435.722.902.540;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";;$143.00;;;;$122.00;2;$25.00;2;29;3 weeks ago;t;12;38;44;270;14/04/2018;122;06/12/2011;12/04/2018;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;t;f;moderate;f;f;1;1.58;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/users/1426830/profile_pic/1370729587/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1426830/profile_pic/1370729587/original.jpg?aki_policy=profile_x_medium;Copacabana;2.0;2.0;['email', 'facebook', 'reviews'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Copacabana;Copacabana;;Rio de Janeiro;Rio de Janeiro;22031-070;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.296.716.624.244.310;-4.318.776.349.129.340;f;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{""Cable TV"",Wifi,""Air conditioning"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";;$181.00;$1,537.00;$5,976.00;;;2;$85.00;2;760;6 weeks ago;t;9;16;46;321;14/04/2018;4;01/07/2014;14/02/2018;100.0;10.0;10.0;9.0;10.0;10.0;10.0;f;;;t;f;strict;f;f;2;0.09;2018;4;;;;;;;;;;
within a day;100%;;f;https://a0.muscache.com/im/pictures/25dc6f05-635d-45b9-b4c1-87fb8e2252a4.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/25dc6f05-635d-45b9-b4c1-87fb8e2252a4.jpg?aki_policy=profile_x_medium;Leblon;1.0;1.0;['email', 'phone', 'facebook'];t;f;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;Rio de Janeiro;Rio de Janeiro;22450-140;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-22.984.347.126.634.000;-4.322.991.567.851.920;t;Apartment;Entire home/apt;6;3.5;4.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Hangers,""Hair dryer"",Iron}";;$3,415.00;$7,172.00;;$1,025.00;$239.00;1;$0.00;2;7;22 months ago;t;30;60;90;365;14/04/2018;0;;;;;;;;;;f;;;f;f;strict;f;f;1;;2018;4;;;;;;;;;;
within an hour;100%;;t;https://a0.muscache.com/im/users/319672/profile_pic/1347065585/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/319672/profile_pic/1347065585/original.jpg?aki_policy=profile_x_medium;Ipanema;6.0;6.0;['email', 'phone', 'reviews', 'jumio', 'government_id'];t;t;Rio, Rio de Janeiro, Brazil;Lagoa;Lagoa;;Rio;Rio de Janeiro;22061;Rio De Janeiro;Rio, Brazil;BR;Brazil;-22.976.349.498.419.600;-431.980.857.479.488;t;Apartment;Entire home/apt;8;2.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",Waterfront}";;$256.00;;;$342.00;$102.00;2;$20.00;1;420;today;t;16;43;69;243;15/04/2018;260;01/02/2012;11/04/2018;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;;;t;f;strict;t;f;6;3.44;2018;4;;;;;;;;;;
within a few hours;100%;;f;https://a0.muscache.com/im/users/4022675/profile_pic/1385901279/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/4022675/profile_pic/1385901279/original.jpg?aki_policy=profile_x_medium;Leblon;1.0;1.0;['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Leblon;Leblon;;Rio de Janeiro;Rio de Janeiro;22430-210;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.338.449.702.430;-43.223.323.826.117.000;t;Apartment;Entire home/apt;6;2.5;2.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards""}";;$505.00;;$8,000.00;$842.00;$0.00;2;$126.00;3;630;3 weeks ago;t;0;12;42;317;14/04/2018;38;29/12/2011;19/02/2018;98.0;10.0;9.0;10.0;10.0;10.0;9.0;f;;;f;f;strict;f;f;1;0.5;2018;4;;;;;;;;;;
within a few hours;100%;;t;https://a0.muscache.com/im/users/1433502/profile_pic/1395249357/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1433502/profile_pic/1395249357/original.jpg?aki_policy=profile_x_medium;Santa Teresa;2.0;2.0;['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Santa Teresa;Santa Teresa;;Rio de Janeiro;Rio de Janeiro;20230-030;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.942.196.548.520;-4.318.514.176.470.060;t;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";431.0;$126.00;$1,179.00;$2,526.00;;$126.00;2;$63.00;3;210;2 weeks ago;t;0;10;40;211;15/04/2018;25;23/01/2015;17/02/2018;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;;;f;f;strict;f;f;1;0.64;2018;4;;;;;;;;;;
within a day;100%;;f;https://a0.muscache.com/im/pictures/51b82c69-afbf-4788-a8c9-c4611737654b.jpg?aki_policy=profile_small;https://a0.muscache.com/im/pictures/51b82c69-afbf-4788-a8c9-c4611737654b.jpg?aki_policy=profile_x_medium;Ipanema;1.0;1.0;['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Ipanema;Ipanema;;Rio de Janeiro;Rio de Janeiro;22410-010;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.298.420.668.608.180;-4.319.833.003.841.670;t;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";;$342.00;;;$3,415.00;$171.00;4;$68.00;2;1095;3 months ago;t;28;58;88;178;14/04/2018;84;03/02/2012;28/01/2018;88.0;9.0;9.0;9.0;9.0;10.0;9.0;f;;;f;f;strict;f;f;1;1.11;2018;4;;;;;;;;;;
a few days or more;0%;;f;https://a0.muscache.com/im/users/1435630/profile_pic/1322409684/original.jpg?aki_policy=profile_small;https://a0.muscache.com/im/users/1435630/profile_pic/1322409684/original.jpg?aki_policy=profile_x_medium;Centro;1.0;1.0;['email', 'phone', 'reviews', 'jumio'];t;t;Rio de Janeiro, Rio de Janeiro, Brazil;Lapa;Centro;;Rio de Janeiro;Rio de Janeiro;20230-014;Rio De Janeiro;Rio de Janeiro, Brazil;BR;Brazil;-2.291.405.880.798.490;-4.318.951.387.271.490;f;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}";;$123.00;;;$0.00;$0.00;2;$70.00;4;60;3 months ago;t;30;60;90;365;15/04/2018;2;04/01/2012;12/01/2017;60.0;8.0;2.0;8.0;10.0;8.0;6.0;f;;;t;f;flexible;f;f;1;0.03;2018;4;;;;;;;;;;
